cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
6173,436,148,A,R,2023-12-26,6173
6174,584,459,V,P,2020-02-13,6174
6175,107,103,V,R,2019-08-03,6175
6176,593,395,V,A,2020-05-28,6176
6177,593,262,V,P,2019-10-21,6177
6178,479,228,V,F,2021-03-04,6178
6179,244,131,A,P,2023-08-14,6179
6180,200,190,A,A,2022-01-21,6180
6181,608,472,V,F,2023-05-30,6181
6182,603,12,V,F,2023-02-27,6182
6183,15,221,V,P,2020-07-06,6183
6184,462,278,V,R,2022-10-18,6184
6185,387,417,A,R,2021-03-11,6185
6186,516,133,V,F,2023-07-16,6186
6187,500,388,V,A,2019-03-01,6187
6188,74,426,V,F,2024-04-09,6188
6189,324,328,A,F,2024-03-13,6189
6190,518,459,V,P,2019-05-17,6190
6191,25,346,A,F,2022-10-11,6191
6192,439,141,V,P,2019-05-13,6192
6193,88,45,A,R,2021-03-05,6193
6194,542,178,A,F,2020-07-03,6194
6195,252,311,V,A,2022-05-01,6195
6196,259,490,A,P,2023-02-28,6196
6197,209,241,V,F,2022-01-19,6197
6198,196,312,A,F,2019-03-27,6198
6199,551,343,A,A,2019-09-09,6199
6200,114,233,V,R,2022-11-25,6200
6201,409,170,V,F,2023-08-07,6201
6202,512,470,V,A,2022-10-02,6202
6203,613,120,A,F,2019-02-08,6203
6204,95,280,A,P,2019-02-17,6204
6205,198,35,A,R,2024-04-05,6205
6206,306,17,A,F,2022-10-17,6206
6207,404,247,V,P,2019-02-09,6207
6208,550,188,A,F,2023-10-03,6208
6209,494,59,A,P,2023-02-26,6209
6210,297,321,A,R,2024-04-15,6210
6211,607,440,A,R,2024-05-20,6211
6212,592,274,A,F,2019-11-14,6212
6213,220,216,A,F,2021-07-01,6213
6214,499,157,V,P,2020-10-07,6214
6215,412,440,A,P,2022-04-03,6215
6216,237,113,A,R,2023-11-24,6216
6217,439,101,V,P,2021-02-05,6217
6218,372,303,A,P,2020-04-12,6218
6219,20,441,A,R,2022-04-06,6219
6220,256,456,V,F,2022-08-02,6220
6221,192,91,V,R,2023-09-17,6221
6222,368,62,A,A,2021-11-23,6222
6223,335,434,V,F,2022-11-12,6223
6224,537,483,V,A,2019-11-30,6224
6225,453,135,A,R,2023-09-29,6225
6226,446,192,V,F,2023-01-08,6226
6227,520,274,V,R,2019-06-05,6227
6228,36,434,A,P,2020-06-06,6228
6229,243,465,A,F,2022-12-26,6229
6230,167,12,V,P,2019-10-28,6230
6231,577,75,A,F,2020-10-06,6231
6232,73,443,A,R,2020-01-15,6232
6233,574,486,V,P,2023-01-25,6233
6234,343,162,A,F,2023-06-18,6234
6235,285,60,V,A,2021-08-22,6235
6236,317,93,A,F,2021-05-25,6236
6237,254,95,A,R,2023-12-29,6237
6238,285,459,A,F,2019-06-03,6238
6239,167,72,A,F,2019-11-06,6239
6240,339,16,A,R,2023-08-31,6240
6241,91,228,A,R,2021-03-25,6241
6242,326,159,V,R,2019-11-08,6242
6243,274,92,A,R,2021-12-07,6243
6244,252,84,A,P,2019-08-03,6244
6245,593,10,A,A,2023-12-26,6245
6246,346,303,A,A,2023-12-19,6246
6247,591,337,V,P,2022-07-05,6247
6248,300,185,V,A,2024-01-01,6248
6249,575,349,A,F,2023-11-05,6249
6250,144,255,A,P,2022-05-15,6250
6251,37,36,V,R,2019-02-28,6251
6252,333,234,V,P,2021-02-21,6252
6253,583,75,V,F,2021-02-25,6253
6254,187,112,A,A,2022-07-06,6254
6255,210,288,V,A,2023-03-12,6255
6256,568,73,A,R,2021-06-12,6256
6257,412,313,A,R,2019-06-15,6257
6258,248,363,A,F,2020-05-01,6258
6259,474,84,A,R,2023-02-11,6259
6260,84,288,V,P,2020-08-09,6260
6261,605,4,V,R,2019-08-13,6261
6262,250,240,V,A,2023-02-27,6262
6263,278,45,A,R,2022-02-19,6263
6264,501,352,V,R,2021-04-13,6264
6265,463,445,A,R,2019-05-29,6265
6266,248,353,A,R,2023-02-14,6266
6267,179,39,A,P,2023-08-12,6267
6268,39,199,A,A,2019-01-22,6268
6269,468,240,A,A,2021-03-01,6269
6270,479,66,A,P,2022-07-03,6270
6271,561,348,V,A,2019-07-25,6271
6272,233,229,A,R,2021-08-12,6272
6273,502,123,V,P,2019-08-27,6273
6274,120,71,A,R,2019-09-30,6274
6275,116,61,A,A,2022-05-24,6275
6276,206,242,V,P,2023-04-28,6276
6277,418,342,A,A,2019-08-09,6277
6278,297,260,A,R,2020-04-05,6278
6279,250,117,V,A,2021-02-16,6279
6280,494,231,A,A,2023-01-22,6280
6281,242,320,V,F,2023-08-14,6281
6282,510,371,V,A,2020-08-10,6282
6283,531,478,A,P,2022-11-13,6283
6284,485,116,V,R,2022-08-07,6284
6285,7,18,A,F,2019-06-12,6285
6286,246,472,V,P,2023-07-29,6286
6287,581,48,V,A,2020-07-24,6287
6288,252,23,V,A,2023-04-27,6288
6289,104,47,V,P,2022-03-18,6289
6290,135,175,V,P,2023-11-21,6290
6291,609,428,V,P,2019-11-12,6291
6292,374,241,V,A,2019-11-13,6292
6293,162,325,V,F,2020-02-23,6293
6294,472,487,V,A,2021-08-14,6294
6295,593,46,A,R,2019-11-27,6295
6296,151,319,A,F,2020-11-27,6296
6297,164,182,A,F,2021-11-29,6297
6298,131,269,V,R,2019-12-27,6298
6299,288,117,V,R,2021-06-12,6299
6300,346,293,A,A,2022-12-17,6300
6301,9,467,A,A,2019-06-18,6301
6302,265,171,A,P,2019-01-18,6302
6303,141,469,V,F,2020-12-28,6303
6304,326,156,V,P,2022-12-03,6304
6305,500,396,V,P,2023-10-24,6305
6306,209,312,V,R,2023-03-13,6306
6307,253,428,V,P,2023-02-10,6307
6308,546,127,V,P,2022-07-13,6308
6309,112,371,A,A,2020-11-25,6309
6310,134,119,V,R,2021-09-26,6310
6311,296,369,V,P,2022-04-17,6311
6312,156,94,V,F,2024-03-08,6312
6313,225,486,V,R,2019-10-15,6313
6314,373,367,A,A,2022-04-23,6314
6315,587,55,V,F,2021-01-14,6315
6316,381,280,V,R,2022-04-05,6316
6317,315,249,V,R,2024-04-05,6317
6318,68,363,A,P,2023-01-19,6318
6319,397,367,V,F,2023-07-29,6319
6320,199,8,A,A,2024-05-06,6320
6321,133,80,V,F,2023-04-30,6321
6322,346,447,A,A,2019-01-16,6322
6323,135,138,V,R,2022-09-27,6323
6324,277,211,A,F,2022-10-16,6324
6325,415,430,V,A,2022-11-17,6325
6326,226,255,V,F,2019-09-23,6326
6327,522,305,A,P,2019-12-30,6327
6328,120,400,A,F,2021-01-21,6328
6329,66,397,V,A,2021-06-22,6329
6330,616,471,A,R,2022-12-13,6330
6331,381,119,A,R,2020-07-06,6331
6332,59,482,A,F,2021-03-13,6332
6333,412,203,V,P,2020-09-16,6333
6334,425,159,A,R,2021-06-18,6334
6335,61,330,V,R,2020-05-10,6335
6336,63,473,A,R,2019-12-26,6336
6337,334,282,A,A,2022-06-13,6337
6338,184,90,A,R,2020-02-16,6338
6339,397,139,V,A,2021-11-28,6339
6340,74,18,V,A,2021-02-05,6340
6341,433,339,A,P,2023-10-15,6341
6342,606,418,A,A,2020-01-09,6342
6343,67,418,V,F,2021-07-25,6343
6344,589,352,A,F,2022-10-30,6344
6345,208,69,A,F,2020-01-17,6345
6346,40,151,V,F,2019-02-15,6346
6347,370,455,V,A,2021-01-14,6347
6348,342,239,V,F,2019-07-14,6348
6349,330,73,V,F,2023-09-13,6349
6350,616,141,A,P,2023-07-03,6350
6351,258,7,A,F,2019-05-02,6351
6352,209,235,A,R,2019-05-19,6352
6353,500,421,A,P,2021-10-27,6353
6354,614,260,V,P,2024-05-29,6354
6355,227,176,A,P,2021-02-23,6355
6356,283,204,A,P,2021-01-18,6356
6357,470,298,A,R,2023-07-15,6357
6358,219,457,V,A,2020-06-12,6358
6359,350,488,A,R,2019-07-14,6359
6360,148,371,A,R,2022-01-06,6360
6361,550,116,A,R,2020-02-27,6361
6362,490,202,V,P,2021-12-19,6362
6363,351,268,A,P,2020-02-07,6363
6364,117,59,V,P,2021-09-29,6364
6365,510,122,A,P,2021-02-07,6365
6366,456,403,A,P,2021-11-30,6366
6367,568,156,A,R,2019-01-23,6367
6368,563,382,V,A,2020-07-03,6368
6369,482,114,V,A,2022-06-22,6369
6370,550,222,V,R,2021-09-03,6370
6371,97,458,V,P,2021-02-06,6371
6372,267,137,V,R,2024-04-20,6372
6373,590,383,A,F,2021-08-25,6373
6374,78,160,A,R,2019-10-11,6374
6375,230,350,V,P,2019-04-22,6375
6376,203,301,V,R,2019-02-20,6376
6377,162,109,A,P,2020-06-25,6377
6378,287,16,V,R,2020-09-24,6378
6379,418,484,V,F,2023-09-16,6379
6380,321,471,V,F,2023-12-05,6380
6381,271,447,A,R,2019-11-01,6381
6382,99,225,V,A,2023-04-01,6382
6383,444,256,V,R,2019-11-09,6383
6384,581,3,V,R,2024-04-06,6384
6385,459,423,V,F,2023-03-03,6385
6386,577,237,A,A,2019-11-12,6386
6387,366,208,V,P,2021-03-22,6387
6388,269,196,V,A,2019-07-15,6388
6389,148,253,A,A,2019-03-17,6389
6390,609,458,V,F,2022-04-09,6390
6391,52,237,A,A,2023-12-27,6391
6392,315,464,V,A,2022-03-02,6392
6393,431,134,A,R,2020-04-01,6393
6394,313,226,A,R,2021-09-23,6394
6395,553,24,A,F,2019-12-16,6395
6396,151,157,V,R,2023-10-18,6396
6397,266,454,V,A,2019-11-25,6397
6398,467,152,A,P,2021-02-05,6398
6399,363,294,A,F,2023-02-19,6399
6400,246,227,V,F,2020-08-25,6400
6401,234,441,A,R,2022-02-25,6401
6402,309,468,V,R,2019-05-10,6402
6403,429,191,V,R,2024-03-25,6403
6404,320,81,V,F,2023-12-30,6404
6405,163,465,V,F,2022-09-09,6405
6406,23,287,A,P,2021-06-07,6406
6407,104,56,V,R,2021-11-02,6407
6408,91,254,V,F,2023-04-17,6408
6409,426,393,V,R,2023-12-09,6409
6410,605,2,V,A,2022-08-16,6410
6411,480,460,A,R,2020-05-16,6411
6412,405,292,V,R,2023-11-02,6412
6413,453,237,V,F,2020-11-18,6413
6414,313,93,V,R,2023-12-20,6414
6415,185,468,A,P,2020-01-27,6415
6416,201,385,A,F,2020-11-18,6416
6417,383,146,V,A,2022-06-05,6417
6418,306,162,A,P,2020-08-16,6418
6419,508,13,A,P,2024-02-29,6419
6420,419,277,V,F,2023-07-05,6420
6421,600,83,A,F,2024-03-06,6421
6422,154,295,V,P,2020-04-06,6422
6423,272,19,A,A,2020-11-05,6423
6424,188,460,V,F,2020-06-20,6424
6425,583,286,A,P,2023-12-27,6425
6426,282,147,V,F,2023-11-30,6426
6427,197,371,V,R,2019-03-12,6427
6428,77,151,V,R,2020-03-31,6428
6429,190,390,V,F,2021-08-23,6429
6430,164,319,A,F,2023-12-26,6430
6431,437,343,A,R,2023-06-24,6431
6432,602,54,A,P,2023-09-03,6432
6433,560,144,A,A,2022-08-02,6433
6434,153,83,A,A,2022-02-11,6434
6435,527,239,V,R,2023-06-24,6435
6436,300,212,A,A,2022-02-21,6436
6437,326,404,V,A,2020-03-17,6437
6438,332,306,V,P,2021-03-17,6438
6439,79,9,V,P,2020-10-01,6439
6440,354,138,A,P,2021-10-16,6440
6441,430,303,A,A,2023-05-31,6441
6442,336,178,V,F,2019-02-04,6442
6443,563,2,A,F,2024-01-08,6443
6444,273,59,V,A,2021-07-08,6444
6445,182,276,A,F,2023-05-12,6445
6446,173,242,V,R,2019-04-19,6446
6447,297,328,A,P,2021-04-02,6447
6448,430,233,A,A,2022-07-18,6448
6449,202,71,A,R,2019-12-15,6449
6450,102,196,V,R,2020-06-30,6450
6451,520,339,A,R,2022-11-28,6451
6452,601,48,V,F,2023-08-15,6452
6453,11,449,V,P,2022-05-30,6453
6454,240,90,A,R,2022-04-23,6454
6455,593,132,A,F,2021-05-04,6455
6456,228,257,A,F,2022-11-09,6456
6457,610,111,A,R,2019-07-29,6457
6458,66,248,V,P,2020-07-13,6458
6459,589,144,A,R,2021-06-24,6459
6460,29,68,A,F,2024-04-12,6460
6461,356,33,V,F,2022-06-04,6461
6462,352,300,A,F,2020-03-04,6462
6463,412,93,A,A,2023-02-04,6463
6464,210,229,A,F,2024-04-20,6464
6465,330,214,V,A,2022-09-04,6465
6466,135,283,A,A,2024-02-25,6466
6467,20,252,V,P,2023-12-02,6467
6468,601,386,V,F,2021-01-02,6468
6469,214,410,V,R,2019-03-01,6469
6470,346,392,A,P,2019-04-26,6470
6471,133,289,A,P,2023-09-23,6471
6472,226,445,A,R,2019-02-06,6472
6473,289,399,A,R,2024-02-02,6473
6474,409,304,A,A,2020-11-30,6474
6475,398,498,A,F,2019-07-01,6475
6476,612,276,V,R,2022-09-08,6476
6477,257,4,V,F,2021-09-15,6477
6478,599,356,V,A,2024-01-07,6478
6479,171,349,A,A,2020-05-03,6479
6480,312,120,V,R,2022-01-09,6480
6481,121,418,A,R,2024-04-22,6481
6482,490,7,A,F,2024-02-27,6482
6483,239,44,A,R,2021-09-10,6483
6484,499,134,A,R,2019-07-07,6484
6485,267,122,V,F,2024-01-09,6485
6486,615,487,A,R,2023-01-23,6486
6487,341,175,A,R,2023-01-31,6487
6488,283,245,A,F,2020-07-06,6488
6489,382,194,V,F,2021-12-15,6489
6490,269,106,V,A,2019-06-25,6490
6491,33,66,V,A,2019-04-16,6491
6492,331,37,V,F,2022-03-06,6492
6493,614,58,V,P,2020-05-09,6493
6494,341,247,A,P,2022-01-23,6494
6495,312,116,A,P,2022-02-27,6495
6496,244,375,V,R,2019-12-13,6496
6497,463,496,V,P,2023-03-27,6497
6498,273,224,V,P,2021-08-21,6498
6499,331,411,A,R,2022-11-28,6499
6500,28,348,V,F,2020-11-27,6500
6501,29,368,A,R,2022-09-16,6501
6502,275,249,A,F,2020-02-23,6502
6503,264,13,A,A,2019-04-16,6503
6504,510,261,A,P,2021-11-04,6504
6505,217,203,V,P,2020-06-19,6505
6506,548,180,A,F,2021-12-29,6506
6507,499,488,V,F,2020-12-13,6507
6508,474,159,A,A,2022-03-07,6508
6509,228,141,A,P,2019-11-16,6509
6510,270,285,V,R,2022-01-14,6510
6511,52,368,A,F,2022-04-13,6511
6512,298,398,V,P,2020-11-24,6512
6513,470,298,A,F,2024-02-24,6513
6514,569,271,A,A,2022-01-11,6514
6515,250,263,A,R,2023-05-29,6515
6516,455,425,V,P,2023-12-31,6516
6517,242,151,V,F,2021-08-21,6517
6518,200,40,A,R,2023-07-24,6518
6519,198,433,A,R,2024-05-27,6519
6520,397,341,V,A,2022-08-05,6520
6521,500,371,V,R,2020-07-03,6521
6522,148,222,V,P,2020-10-04,6522
6523,115,199,V,F,2023-02-19,6523
6524,417,54,V,R,2020-11-12,6524
6525,332,104,A,A,2019-02-13,6525
6526,373,337,A,A,2023-11-27,6526
6527,283,463,A,R,2020-04-22,6527
6528,461,300,A,F,2021-10-18,6528
6529,272,69,V,F,2020-05-19,6529
6530,495,269,V,R,2019-08-23,6530
6531,26,418,A,F,2022-06-27,6531
6532,97,477,V,P,2020-03-15,6532
6533,287,33,A,F,2019-11-29,6533
6534,123,174,V,P,2019-04-18,6534
6535,378,489,A,F,2021-04-28,6535
6536,1,27,A,R,2020-01-03,6536
6537,526,76,A,P,2021-05-04,6537
6538,519,217,V,A,2022-06-13,6538
6539,577,425,A,A,2022-07-12,6539
6540,298,89,A,F,2024-01-16,6540
6541,80,455,A,R,2023-03-05,6541
6542,222,145,A,A,2023-11-29,6542
6543,228,69,A,R,2021-10-06,6543
6544,463,308,A,F,2021-08-26,6544
6545,196,322,A,F,2024-04-14,6545
6546,455,254,V,F,2022-06-20,6546
6547,247,432,A,R,2019-04-16,6547
6548,410,199,A,F,2019-05-02,6548
6549,441,90,A,R,2023-06-28,6549
6550,197,354,A,A,2021-02-17,6550
6551,151,196,V,R,2024-04-05,6551
6552,475,424,V,A,2022-05-07,6552
6553,421,168,V,R,2023-12-01,6553
6554,339,397,A,R,2023-08-08,6554
6555,597,367,V,A,2020-02-01,6555
6556,439,354,V,F,2023-09-11,6556
6557,420,455,A,R,2021-09-08,6557
6558,606,487,A,P,2023-10-18,6558
6559,527,443,A,P,2020-11-06,6559
6560,232,454,A,R,2022-09-23,6560
6561,259,403,V,R,2020-09-27,6561
6562,596,248,A,R,2022-12-30,6562
6563,414,284,V,A,2022-03-02,6563
6564,582,65,A,F,2022-01-20,6564
6565,272,198,A,A,2023-08-11,6565
6566,97,210,A,A,2023-05-22,6566
6567,144,440,A,F,2020-05-17,6567
6568,125,194,A,R,2019-06-19,6568
6569,594,7,A,R,2021-01-30,6569
6570,133,349,A,A,2020-12-19,6570
6571,357,447,A,F,2023-10-03,6571
6572,116,43,V,P,2019-10-04,6572
6573,598,493,V,P,2019-12-04,6573
6574,260,163,A,A,2020-12-09,6574
6575,319,401,A,F,2023-01-24,6575
6576,527,96,A,F,2019-02-19,6576
6577,497,412,V,A,2019-01-29,6577
6578,341,303,V,R,2022-04-08,6578
6579,487,418,A,A,2021-03-17,6579
6580,554,463,A,A,2022-08-31,6580
6581,57,92,V,A,2019-10-10,6581
6582,512,73,A,R,2023-07-28,6582
6583,177,177,A,P,2020-06-21,6583
6584,113,493,V,A,2023-02-13,6584
6585,610,318,V,F,2019-01-22,6585
6586,71,32,V,A,2021-01-14,6586
6587,468,195,A,A,2019-03-14,6587
6588,230,215,A,F,2020-09-06,6588
6589,406,102,A,A,2021-04-13,6589
6590,55,91,A,F,2021-07-20,6590
6591,586,93,V,R,2022-11-19,6591
6592,162,341,A,F,2020-05-05,6592
6593,280,234,V,F,2019-11-13,6593
6594,302,194,A,F,2023-02-15,6594
6595,188,458,A,F,2022-06-05,6595
6596,87,154,V,F,2019-08-15,6596
6597,14,281,A,F,2022-04-22,6597
6598,234,393,V,F,2021-03-30,6598
6599,216,299,V,A,2023-03-05,6599
6600,476,270,V,A,2024-04-08,6600
6601,318,408,A,A,2020-03-19,6601
6602,294,164,A,F,2019-11-08,6602
6603,308,365,V,P,2023-07-26,6603
6604,333,35,A,P,2024-04-16,6604
6605,352,314,V,P,2020-11-28,6605
6606,530,58,A,R,2021-01-19,6606
6607,579,162,A,A,2020-07-19,6607
6608,280,289,A,A,2024-02-11,6608
6609,494,77,V,F,2023-06-22,6609
6610,28,341,A,F,2023-12-26,6610
6611,521,287,A,R,2022-08-18,6611
6612,112,395,A,R,2021-12-22,6612
6613,459,4,A,F,2023-10-11,6613
6614,403,363,V,R,2023-04-04,6614
6615,150,76,A,F,2023-01-11,6615
6616,404,80,A,R,2022-05-22,6616
6617,244,445,V,A,2023-09-28,6617
6618,71,156,A,P,2023-03-02,6618
6619,466,161,V,A,2019-05-06,6619
6620,309,137,V,P,2020-08-01,6620
6621,508,367,A,P,2022-02-06,6621
6622,180,416,V,P,2019-02-20,6622
6623,264,219,V,F,2024-04-29,6623
6624,192,373,V,A,2023-04-09,6624
6625,355,256,A,A,2022-12-26,6625
6626,87,385,A,P,2024-04-02,6626
6627,419,387,V,F,2023-09-08,6627
6628,613,492,V,R,2022-09-25,6628
6629,446,92,V,P,2022-04-01,6629
6630,399,173,V,R,2022-07-21,6630
6631,289,326,A,F,2023-10-08,6631
6632,381,351,A,P,2019-03-31,6632
6633,318,88,A,R,2024-05-18,6633
6634,410,316,A,R,2022-09-27,6634
6635,397,302,V,F,2023-12-27,6635
6636,35,205,V,F,2019-06-01,6636
6637,299,436,V,A,2024-05-14,6637
6638,120,453,V,R,2022-05-15,6638
6639,342,220,V,R,2020-04-25,6639
6640,406,118,A,A,2021-11-03,6640
6641,203,468,V,P,2020-08-01,6641
6642,93,271,A,R,2019-08-06,6642
6643,611,62,V,F,2022-12-24,6643
6644,330,341,A,R,2020-11-22,6644
6645,166,249,V,A,2020-05-19,6645
6646,515,279,V,A,2020-09-23,6646
6647,164,180,V,F,2022-03-21,6647
6648,33,157,A,R,2022-10-29,6648
6649,311,335,A,A,2019-05-06,6649
6650,153,360,V,F,2024-02-29,6650
6651,538,175,V,P,2020-09-24,6651
6652,172,262,V,R,2020-01-11,6652
6653,601,152,A,R,2024-04-25,6653
6654,496,246,V,P,2020-04-04,6654
6655,195,423,A,A,2023-03-27,6655
6656,41,42,V,P,2020-05-28,6656
6657,550,333,V,F,2022-02-18,6657
6658,332,246,V,P,2023-10-18,6658
6659,293,3,A,F,2022-11-09,6659
6660,478,236,V,P,2019-03-12,6660
6661,525,137,V,R,2019-10-28,6661
6662,345,366,A,A,2021-12-25,6662
6663,298,483,A,P,2020-08-11,6663
6664,230,491,V,P,2022-04-26,6664
6665,136,317,V,R,2024-05-22,6665
6666,477,219,A,R,2019-09-24,6666
6667,492,496,V,P,2024-03-21,6667
6668,267,411,V,A,2020-07-28,6668
6669,153,338,V,P,2023-06-28,6669
6670,311,162,V,R,2020-01-18,6670
6671,605,23,V,A,2020-12-15,6671
6672,532,93,V,R,2021-09-13,6672
6673,250,351,A,F,2023-10-27,6673
6674,202,44,V,P,2021-04-06,6674
6675,395,12,A,A,2021-07-07,6675
6676,191,402,A,A,2023-02-11,6676
6677,601,420,A,P,2022-10-15,6677
6678,366,46,V,P,2022-10-03,6678
6679,97,8,V,A,2020-10-28,6679
6680,65,294,A,A,2020-07-10,6680
6681,43,100,A,P,2023-11-29,6681
6682,64,174,V,P,2019-08-14,6682
6683,78,97,V,R,2022-08-07,6683
6684,231,314,A,A,2019-08-06,6684
6685,456,11,A,R,2019-05-16,6685
6686,42,29,V,F,2023-08-08,6686
6687,416,416,A,R,2021-05-10,6687
6688,500,219,A,A,2019-06-04,6688
6689,551,474,V,F,2021-05-20,6689
6690,424,217,A,A,2019-09-26,6690
6691,249,168,A,F,2022-10-10,6691
6692,240,247,V,A,2023-03-14,6692
6693,365,114,V,F,2024-04-21,6693
6694,232,249,V,R,2024-02-16,6694
6695,444,3,A,F,2023-08-23,6695
6696,200,311,V,F,2023-03-10,6696
6697,439,439,V,F,2021-05-02,6697
6698,510,369,V,R,2022-07-27,6698
6699,333,470,A,A,2023-01-01,6699
6700,351,273,A,A,2022-05-16,6700
6701,245,458,V,P,2022-11-22,6701
6702,96,291,V,R,2023-09-19,6702
6703,480,259,A,R,2021-06-28,6703
6704,435,303,V,A,2021-07-29,6704
6705,400,488,V,P,2020-12-01,6705
6706,89,492,A,P,2020-11-06,6706
6707,530,189,A,F,2022-10-27,6707
6708,574,1,V,P,2023-06-25,6708
6709,592,74,V,P,2020-11-23,6709
6710,196,46,A,R,2019-12-04,6710
6711,501,484,V,R,2020-07-12,6711
6712,191,175,V,F,2020-11-03,6712
6713,468,430,V,F,2020-11-20,6713
6714,116,101,A,R,2024-05-24,6714
6715,291,195,A,F,2023-02-14,6715
6716,8,386,A,F,2021-08-12,6716
6717,105,191,A,F,2024-01-23,6717
6718,151,160,V,P,2023-03-12,6718
6719,608,359,V,A,2023-09-02,6719
6720,420,248,V,A,2023-01-19,6720
6721,253,237,V,R,2022-09-13,6721
6722,433,3,A,P,2023-02-15,6722
6723,137,335,A,R,2020-03-01,6723
6724,300,348,A,P,2021-04-28,6724
6725,364,380,A,R,2021-06-05,6725
6726,289,261,V,R,2022-09-13,6726
6727,547,500,A,A,2024-02-07,6727
6728,140,176,A,R,2020-02-06,6728
6729,420,399,V,A,2020-10-21,6729
6730,153,265,V,R,2021-11-05,6730
6731,95,231,V,R,2019-08-18,6731
6732,379,299,V,P,2020-12-07,6732
6733,231,98,V,R,2020-04-09,6733
6734,57,112,V,R,2020-01-16,6734
6735,508,431,V,R,2023-03-30,6735
6736,168,475,A,P,2019-12-07,6736
6737,400,63,V,A,2023-04-19,6737
6738,219,278,V,F,2020-02-07,6738
6739,397,267,A,P,2020-08-20,6739
6740,534,293,V,R,2019-12-24,6740
6741,538,69,V,A,2019-06-30,6741
6742,372,153,V,A,2023-04-12,6742
6743,313,428,V,F,2021-05-11,6743
6744,356,477,A,A,2023-05-03,6744
6745,161,274,V,F,2021-08-10,6745
6746,153,4,A,P,2022-12-01,6746
6747,269,177,A,R,2022-05-11,6747
6748,597,219,V,F,2020-03-28,6748
6749,18,267,A,P,2024-03-30,6749
6750,185,409,A,R,2019-02-05,6750
6751,120,119,V,F,2019-12-21,6751
6752,618,253,V,P,2020-06-12,6752
6753,589,466,V,A,2019-05-26,6753
6754,212,476,V,A,2023-10-20,6754
6755,119,478,V,F,2023-10-07,6755
6756,491,176,A,P,2023-04-05,6756
6757,43,496,A,A,2023-12-23,6757
6758,188,489,V,A,2019-03-22,6758
6759,202,200,A,A,2021-09-01,6759
6760,213,417,A,R,2021-11-12,6760
6761,603,442,A,F,2020-11-01,6761
6762,108,226,V,P,2022-06-17,6762
6763,186,422,V,A,2021-05-12,6763
6764,67,79,V,P,2019-01-27,6764
6765,177,347,A,A,2020-10-09,6765
6766,272,272,V,F,2023-07-02,6766
6767,592,468,A,F,2019-12-24,6767
6768,485,492,A,R,2022-05-05,6768
6769,519,432,A,A,2019-06-23,6769
6770,154,31,A,R,2022-09-22,6770
6771,261,57,V,P,2020-05-16,6771
6772,293,328,V,A,2022-06-23,6772
6773,159,214,V,R,2021-10-10,6773
6774,191,25,A,A,2022-02-01,6774
6775,460,345,V,P,2020-11-16,6775
6776,202,417,A,A,2023-05-24,6776
6777,51,315,V,F,2020-12-27,6777
6778,538,36,V,F,2023-01-28,6778
6779,130,454,V,R,2021-09-14,6779
6780,252,177,V,P,2022-05-04,6780
6781,181,472,V,A,2019-02-13,6781
6782,527,59,A,R,2019-04-30,6782
6783,524,143,A,F,2021-09-29,6783
6784,110,10,V,P,2023-01-06,6784
6785,181,72,V,F,2020-11-06,6785
6786,469,16,A,P,2024-02-02,6786
6787,217,367,A,A,2019-09-08,6787
6788,426,203,A,R,2021-09-30,6788
6789,260,213,V,P,2019-11-12,6789
6790,370,170,A,R,2024-01-21,6790
6791,151,188,V,F,2022-08-10,6791
6792,518,392,A,R,2021-11-23,6792
6793,118,369,A,P,2019-03-13,6793
6794,36,240,A,P,2021-12-20,6794
6795,53,378,A,A,2019-06-30,6795
6796,238,432,V,R,2020-06-21,6796
6797,295,26,V,A,2020-06-08,6797
6798,220,142,V,A,2022-08-24,6798
6799,370,17,V,P,2023-04-27,6799
6800,593,202,A,P,2020-08-25,6800
6801,393,487,V,P,2022-07-18,6801
6802,269,418,V,F,2022-09-06,6802
6803,299,340,A,R,2024-01-06,6803
6804,482,19,A,A,2024-04-07,6804
6805,462,332,V,F,2020-07-29,6805
6806,570,97,V,P,2023-06-14,6806
6807,217,119,A,F,2023-07-30,6807
6808,120,154,A,F,2020-05-10,6808
6809,216,249,A,P,2022-07-15,6809
6810,447,281,A,F,2021-03-25,6810
6811,216,385,A,F,2020-11-08,6811
6812,468,135,A,R,2022-04-17,6812
6813,114,32,A,R,2020-03-03,6813
6814,15,301,V,A,2024-01-20,6814
6815,441,206,V,R,2022-12-26,6815
6816,48,309,A,R,2022-07-17,6816
6817,585,202,A,P,2024-02-10,6817
6818,328,479,V,A,2019-10-26,6818
6819,29,109,V,F,2019-03-13,6819
6820,232,59,A,R,2020-02-01,6820
6821,322,202,V,F,2023-06-08,6821
6822,460,19,A,R,2022-05-16,6822
6823,280,236,V,F,2021-11-19,6823
6824,332,254,V,P,2022-05-15,6824
6825,275,76,A,P,2020-04-25,6825
6826,333,426,A,R,2020-05-10,6826
6827,214,115,A,A,2022-10-27,6827
6828,155,291,V,R,2019-03-22,6828
6829,129,212,A,F,2021-08-30,6829
6830,306,398,A,R,2020-05-25,6830
6831,482,53,A,F,2023-01-10,6831
6832,553,251,A,R,2020-01-12,6832
6833,316,451,A,A,2023-05-05,6833
6834,538,228,A,P,2020-01-22,6834
6835,159,43,V,A,2022-12-05,6835
6836,10,206,A,A,2019-03-04,6836
